type,sid,id,m,val,t,d,d_s,d_t,i_c,cmd,m_i,d_p
actuator,,W1_light,turn_on,,2026-01-17 20:00:17,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-17 20:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB248,2026-01-17 20:05:02,E2,,,,,,
actuator,,E2_light,dim,,2026-01-17 20:05:04,E2,,,,,,
interaction,,,,,2026-01-17 20:05:08,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 20:05:10,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 20:05:14,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-17 20:05:16,E1,,,,,,
interaction,,,,,2026-01-17 20:05:19,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-17 20:05:20,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-17 22:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB249,2026-01-17 22:00:03,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-17 22:00:05,E1,,,,,,
interaction,,,,,2026-01-17 22:00:07,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 22:00:10,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 22:00:12,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-17 22:00:15,W1,,,,,,
interaction,,,,,2026-01-17 22:00:18,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-17 22:00:22,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-17 22:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB249,2026-01-17 22:05:04,E2,,,,,,
interaction,,,,,2026-01-17 22:05:09,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 22:05:13,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 22:05:17,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-17 22:05:19,W1,,,,,,
interaction,,,,,2026-01-17 22:05:22,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-17 22:05:26,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB250,2026-01-18 00:00:01,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-18 00:00:03,E1,,,,,,
interaction,,,,,2026-01-18 00:00:05,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-18 00:00:07,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-18 00:00:10,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-18 00:00:14,E2,,,,,,
interaction,,,,,2026-01-18 00:00:18,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-18 00:00:20,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-18 00:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB250,2026-01-18 00:05:03,E2,,,,,,
actuator,,E2_light,dim,,2026-01-18 00:05:06,E2,,,,,,
interaction,,,,,2026-01-18 00:05:13,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-18 00:05:17,,E2,E1,MQTT,dim_alert,motion detected,E1
interaction,,,,,2026-01-18 00:05:22,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-18 00:05:24,W1,,,,,,
